PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Aaron Wiggins	OKC	OKC vs. ORL	11/04/2024	W	17	11	4	9	44.4	1	3	33.3	2	2	100	2	3	5	1	3	0	0	1	8	27.5
Isaiah Joe	OKC	OKC vs. ORL	11/04/2024	W	22	13	4	8	50.0	3	6	50.0	2	3	66.7	0	4	4	1	0	0	0	0	16	19.3
Alex Caruso	OKC	OKC vs. ORL	11/04/2024	W	21	3	1	3	33.3	1	2	50.0	0	0	-	0	0	0	5	1	0	2	4	10	11.5
Isaiah Joe	OKC	OKC @ LAC	11/02/2024	W	22	12	4	8	50.0	4	8	50.0	0	0	-	1	1	2	1	1	0	0	0	21	18.9
Aaron Wiggins	OKC	OKC @ LAC	11/02/2024	W	30	12	5	12	41.7	2	4	50.0	0	0	-	0	5	5	2	3	0	0	1	15	30.0
Chet Holmgren	OKC	OKC @ LAC	11/02/2024	W	29	10	3	9	33.3	1	4	25.0	3	4	75.0	1	13	14	4	1	1	3	0	11	35.8
Jalen Williams	OKC	OKC @ LAC	11/02/2024	W	34	15	5	16	31.3	3	5	60.0	2	2	100	0	7	7	4	2	0	4	4	10	31.4
Cason Wallace	OKC	OKC @ LAC	11/02/2024	W	25	7	3	4	75.0	1	2	50.0	0	0	-	0	4	4	1	0	1	0	2	14	16.3
Luguentz Dort	OKC	OKC @ LAC	11/02/2024	W	30	16	6	12	50.0	1	4	25.0	3	4	75.0	1	3	4	3	0	0	0	4	2	25.3
Shai Gilgeous-Alexander	OKC	OKC @ LAC	11/02/2024	W	31	25	7	14	50.0	2	4	50.0	9	9	100	0	3	3	9	0	1	3	2	8	42.1
Alex Caruso	OKC	OKC @ LAC	11/02/2024	W	16	5	2	6	33.3	1	5	20.0	0	0	-	0	2	2	0	2	0	0	4	8	13.4
Ajay Mitchell	OKC	OKC @ POR	11/01/2024	W	17	8	3	6	50.0	2	3	66.7	0	0	-	2	0	2	2	0	0	1	4	11	12.4
Cason Wallace	OKC	OKC @ POR	11/01/2024	W	23	13	5	7	71.4	3	5	60.0	0	0	-	0	1	1	3	1	1	1	0	13	23.7
Jalen Williams	OKC	OKC @ POR	11/01/2024	W	26	22	8	12	66.7	4	6	66.7	2	2	100	1	4	5	4	4	0	3	2	16	43.0
Chet Holmgren	OKC	OKC @ POR	11/01/2024	W	18	6	1	3	33.3	0	2	0.0	4	4	100	0	1	1	3	1	5	2	4	12	27.7
Isaiah Joe	OKC	OKC @ POR	11/01/2024	W	27	12	4	9	44.4	3	8	37.5	1	2	50.0	0	5	5	2	2	0	2	4	12	25.0
Dillon Jones	OKC	OKC @ POR	11/01/2024	W	12	7	3	5	60.0	1	3	33.3	0	0	-	2	2	4	2	0	0	0	4	1	14.8
Ousmane Dieng	OKC	OKC @ POR	11/01/2024	W	19	11	4	10	40.0	1	5	20.0	2	2	100	1	2	3	2	0	1	0	2	0	20.6
Aaron Wiggins	OKC	OKC @ POR	11/01/2024	W	23	13	5	10	50.0	3	5	60.0	0	0	-	4	4	8	2	1	0	1	1	1	27.6
Luguentz Dort	OKC	OKC @ POR	11/01/2024	W	25	8	3	9	33.3	1	4	25.0	1	1	100	1	4	5	2	4	2	0	1	14	35.0
Shai Gilgeous-Alexander	OKC	OKC @ POR	11/01/2024	W	28	30	12	18	66.7	1	6	16.7	5	6	83.3	1	6	7	6	1	0	3	1	25	47.4
Alex Caruso	OKC	OKC @ POR	11/01/2024	W	17	6	3	5	60.0	0	2	0.0	0	0	-	1	2	3	2	0	0	0	4	9	12.6
Alex Caruso	OKC	OKC vs. SAS	10/30/2024	W	22	0	0	5	0.0	0	3	0.0	0	0	-	0	2	2	2	4	0	1	0	1	16.4
Shai Gilgeous-Alexander	OKC	OKC vs. SAS	10/30/2024	W	28	18	7	20	35.0	2	10	20.0	2	2	100	0	4	4	5	1	0	1	1	3	32.3
Luguentz Dort	OKC	OKC vs. SAS	10/30/2024	W	25	20	7	9	77.8	6	8	75.0	0	0	-	3	3	6	1	0	2	0	1	6	34.7
Chet Holmgren	OKC	OKC vs. SAS	10/30/2024	W	28	19	7	10	70.0	3	3	100	2	2	100	0	5	5	2	2	2	5	3	8	35.0
Ousmane Dieng	OKC	OKC vs. SAS	10/30/2024	W	19	5	2	5	40.0	1	4	25.0	0	0	-	1	4	5	3	2	0	0	2	-1	21.5
Cason Wallace	OKC	OKC vs. SAS	10/30/2024	W	29	9	4	9	44.4	1	3	33.3	0	0	-	1	0	1	2	2	1	1	3	8	21.2
Isaiah Joe	OKC	OKC vs. SAS	10/30/2024	W	19	6	2	3	66.7	2	3	66.7	0	0	-	0	1	1	2	1	0	0	1	12	13.2
Aaron Wiggins	OKC	OKC vs. SAS	10/30/2024	W	18	4	2	8	25.0	0	3	0.0	0	0	-	0	3	3	3	0	0	1	0	7	11.1
Jalen Williams	OKC	OKC vs. SAS	10/30/2024	W	27	12	5	13	38.5	1	3	33.3	1	2	50.0	0	7	7	8	4	1	1	3	19	46.4
Ajay Mitchell	OKC	OKC vs. SAS	10/30/2024	W	22	12	5	6	83.3	1	1	100	1	2	50.0	0	4	4	0	2	0	0	0	7	22.8
Luguentz Dort	OKC	OKC vs. ATL	10/27/2024	W	29	16	5	7	71.4	4	6	66.7	2	2	100	1	1	2	1	0	0	0	5	17	19.9
Cason Wallace	OKC	OKC vs. ATL	10/27/2024	W	23	5	2	6	33.3	1	4	25.0	0	0	-	0	4	4	1	3	0	2	2	13	18.3
Ajay Mitchell	OKC	OKC vs. ATL	10/27/2024	W	14	0	0	1	0.0	0	0	-	0	0	-	0	3	3	3	0	1	0	1	12	11.1
Chet Holmgren	OKC	OKC vs. ATL	10/27/2024	W	33	25	8	12	66.7	3	5	60.0	6	8	75.0	2	7	9	4	1	6	3	2	19	59.8
Aaron Wiggins	OKC	OKC vs. ATL	10/27/2024	W	18	9	3	4	75.0	1	2	50.0	2	2	100	1	0	1	1	1	0	1	1	-5	13.7
Isaiah Joe	OKC	OKC vs. ATL	10/27/2024	W	16	6	2	7	28.6	2	5	40.0	0	0	-	1	0	1	1	0	0	1	3	-3	7.7
Shai Gilgeous-Alexander	OKC	OKC vs. ATL	10/27/2024	W	36	35	11	24	45.8	3	8	37.5	10	11	90.9	2	9	11	9	3	3	1	3	24	78.7
Alex Caruso	OKC	OKC vs. ATL	10/27/2024	W	21	2	1	3	33.3	0	2	0.0	0	1	0.0	1	1	2	1	3	2	2	1	17	18.9
Jalen Williams	OKC	OKC vs. ATL	10/27/2024	W	33	20	8	17	47.1	0	3	0.0	4	8	50.0	2	7	9	5	2	0	0	4	14	44.3
Shai Gilgeous-Alexander	OKC	OKC @ CHI	10/26/2024	W	29	23	9	21	42.9	2	9	22.2	3	3	100	2	6	8	2	4	0	1	1	23	46.6
Luguentz Dort	OKC	OKC @ CHI	10/26/2024	W	25	7	2	5	40.0	1	3	33.3	2	2	100	0	2	2	1	0	0	1	0	16	9.9
Aaron Wiggins	OKC	OKC @ CHI	10/26/2024	W	16	8	4	7	57.1	0	2	0.0	0	0	-	1	2	3	1	1	0	2	5	17	14.1
Chet Holmgren	OKC	OKC @ CHI	10/26/2024	W	29	21	8	18	44.4	0	5	0.0	5	8	62.5	3	13	16	0	1	2	2	2	8	47.2
Cason Wallace	OKC	OKC @ CHI	10/26/2024	W	29	9	4	11	36.4	0	4	0.0	1	1	100	1	5	6	2	3	0	0	1	15	28.2
Ousmane Dieng	OKC	OKC @ CHI	10/26/2024	W	20	6	2	7	28.6	0	4	0.0	2	3	66.7	0	6	6	1	0	1	0	0	6	17.7
Alex Caruso	OKC	OKC @ CHI	10/26/2024	W	22	3	1	5	20.0	1	3	33.3	0	0	-	0	2	2	2	2	2	0	3	2	20.4
Isaiah Joe	OKC	OKC @ CHI	10/26/2024	W	12	6	2	4	50.0	2	4	50.0	0	0	-	0	1	1	1	0	0	0	2	4	8.7
Jalen Williams	OKC	OKC @ CHI	10/26/2024	W	32	24	10	22	45.5	1	4	25.0	3	3	100	2	7	9	8	0	0	2	1	5	44.8
Ajay Mitchell	OKC	OKC @ CHI	10/26/2024	W	16	4	2	5	40.0	0	0	-	0	0	-	0	1	1	3	2	0	1	2	0	14.7
Chet Holmgren	OKC	OKC @ DEN	10/24/2024	W	36	25	11	18	61.1	0	5	0.0	3	5	60.0	4	10	14	5	2	4	2	2	9	65.3
Isaiah Joe	OKC	OKC @ DEN	10/24/2024	W	20	7	3	10	30.0	1	6	16.7	0	0	-	1	1	2	1	0	0	0	0	3	10.9
Luguentz Dort	OKC	OKC @ DEN	10/24/2024	W	29	5	2	7	28.6	0	2	0.0	1	1	100	1	1	2	0	3	1	0	3	-1	19.4
Cason Wallace	OKC	OKC @ DEN	10/24/2024	W	23	4	2	7	28.6	0	1	0.0	0	0	-	2	2	4	0	2	0	0	1	18	14.8
Aaron Wiggins	OKC	OKC @ DEN	10/24/2024	W	20	15	7	9	77.8	1	2	50.0	0	0	-	0	6	6	1	0	2	1	1	6	28.7
Shai Gilgeous-Alexander	OKC	OKC @ DEN	10/24/2024	W	36	28	11	24	45.8	2	6	33.3	4	5	80.0	2	5	7	8	2	3	2	2	8	61.4
