PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Santi Aldama	MEM	MEM @ POR	11/10/2024	W	30	16	7	11	63.6	2	4	50.0	0	0	-	1	5	6	6	2	0	2	2	33	36.2
John Konchar	MEM	MEM @ POR	11/10/2024	W	23	4	2	5	40.0	0	3	0.0	0	0	-	1	5	6	1	0	1	1	1	14	14.7
Zach Edey	MEM	MEM @ POR	11/10/2024	W	24	12	5	7	71.4	1	1	100	1	2	50.0	3	3	6	2	4	1	6	4	23	31.2
Jay Huff	MEM	MEM @ POR	11/10/2024	W	20	12	4	8	50.0	2	6	33.3	2	2	100	0	2	2	0	0	6	1	2	9	31.4
Scotty Pippen Jr.	MEM	MEM @ POR	11/10/2024	W	21	17	6	8	75.0	2	3	66.7	3	4	75.0	0	4	4	2	0	1	3	2	17	24.8
Jaylen Wells	MEM	MEM @ POR	11/10/2024	W	24	16	5	9	55.6	2	4	50.0	4	4	100	0	3	3	1	0	0	0	0	28	21.1
Jake LaRavia	MEM	MEM @ POR	11/10/2024	W	23	18	6	9	66.7	2	3	66.7	4	4	100	2	2	4	2	3	3	2	2	23	41.8
Brandon Clarke	MEM	MEM @ POR	11/10/2024	W	16	9	4	7	57.1	1	4	25.0	0	0	-	3	3	6	1	1	0	0	2	20	20.7
Jaren Jackson Jr.	MEM	MEM @ POR	11/10/2024	W	24	20	6	12	50.0	3	7	42.9	5	6	83.3	0	7	7	2	3	0	4	1	21	36.4
Luke Kennard	MEM	MEM @ POR	11/10/2024	W	20	3	1	5	20.0	1	5	20.0	0	0	-	0	3	3	11	2	1	1	1	23	31.1
Luke Kennard	MEM	MEM vs. WAS	11/08/2024	W	19	11	4	7	57.1	3	5	60.0	0	0	-	1	2	3	3	0	0	3	1	0	16.1
Jaren Jackson Jr.	MEM	MEM vs. WAS	11/08/2024	W	28	39	14	28	50.0	5	12	41.7	6	7	85.7	2	4	6	1	1	1	3	4	19	50.7
Brandon Clarke	MEM	MEM vs. WAS	11/08/2024	W	18	6	3	5	60.0	0	1	0.0	0	0	-	0	4	4	0	2	0	0	1	16	16.8
Zach Edey	MEM	MEM vs. WAS	11/08/2024	W	22	14	5	8	62.5	1	2	50.0	3	3	100	2	6	8	2	1	2	3	3	5	32.6
Scotty Pippen Jr.	MEM	MEM vs. WAS	11/08/2024	W	28	11	4	8	50.0	0	2	0.0	3	4	75.0	1	9	10	11	1	0	2	3	21	40.5
Jake LaRavia	MEM	MEM vs. WAS	11/08/2024	W	27	9	3	7	42.9	2	4	50.0	1	1	100	3	2	5	5	1	0	2	2	6	23.5
Jaylen Wells	MEM	MEM vs. WAS	11/08/2024	W	25	11	4	10	40.0	1	4	25.0	2	3	66.7	0	0	0	1	1	1	2	3	24	16.5
John Konchar	MEM	MEM vs. WAS	11/08/2024	W	20	0	0	2	0.0	0	2	0.0	0	0	-	2	0	2	2	1	2	0	0	4	14.4
Jay Huff	MEM	MEM vs. WAS	11/08/2024	W	14	12	3	6	50.0	1	4	25.0	5	5	100	1	3	4	0	1	4	0	0	0	31.8
Santi Aldama	MEM	MEM vs. WAS	11/08/2024	W	32	12	5	13	38.5	0	5	0.0	2	2	100	1	4	5	4	1	0	1	1	24	26.0
Ja Morant	MEM	MEM vs. LAL	11/06/2024	W	24	20	7	17	41.2	2	3	66.7	4	5	80.0	0	4	4	5	1	1	5	2	8	33.3
Jay Huff	MEM	MEM vs. LAL	11/06/2024	W	14	11	4	7	57.1	3	6	50.0	0	0	-	1	2	3	4	0	1	2	0	-1	21.6
Jake LaRavia	MEM	MEM vs. LAL	11/06/2024	W	29	13	6	11	54.5	1	3	33.3	0	1	0.0	2	3	5	8	1	0	1	2	2	33.0
Zach Edey	MEM	MEM vs. LAL	11/06/2024	W	15	8	3	5	60.0	0	0	-	2	2	100	4	3	7	0	0	0	3	2	4	13.4
Jaylen Wells	MEM	MEM vs. LAL	11/06/2024	W	28	20	7	10	70.0	5	7	71.4	1	2	50.0	0	3	3	1	1	0	1	0	8	27.1
Luke Kennard	MEM	MEM vs. LAL	11/06/2024	W	18	6	2	4	50.0	1	2	50.0	1	2	50.0	0	1	1	2	0	0	0	2	9	10.2
Jaren Jackson Jr.	MEM	MEM vs. LAL	11/06/2024	W	32	20	8	13	61.5	1	4	25.0	3	3	100	1	5	6	1	0	3	1	2	22	36.7
Santi Aldama	MEM	MEM vs. LAL	11/06/2024	W	31	11	4	10	40.0	1	5	20.0	2	2	100	3	9	12	3	1	0	0	1	11	32.9
Scotty Pippen Jr.	MEM	MEM vs. LAL	11/06/2024	W	26	14	5	9	55.6	3	4	75.0	1	2	50.0	1	5	6	4	1	1	4	3	8	29.2
Brandon Clarke	MEM	MEM vs. LAL	11/06/2024	W	19	6	2	6	33.3	0	0	-	2	2	100	0	3	3	0	0	0	0	1	16	9.6
Scotty Pippen Jr.	MEM	MEM @ BKN	11/04/2024	L	31	14	6	13	46.2	2	6	33.3	0	0	-	0	4	4	3	0	0	2	5	0	21.3
Santi Aldama	MEM	MEM @ BKN	11/04/2024	L	31	9	4	12	33.3	0	6	0.0	1	1	100	2	4	6	5	0	0	2	1	-6	21.7
Jaren Jackson Jr.	MEM	MEM @ BKN	11/04/2024	L	32	15	5	11	45.5	3	5	60.0	2	2	100	2	3	5	1	1	2	3	4	-8	28.5
Ja Morant	MEM	MEM @ BKN	11/04/2024	L	33	25	10	22	45.5	1	3	33.3	4	4	100	1	4	5	9	0	0	3	0	2	41.5
Jaylen Wells	MEM	MEM @ BKN	11/04/2024	L	33	6	3	12	25.0	0	5	0.0	0	0	-	1	4	5	3	0	1	1	2	1	18.5
Zach Edey	MEM	MEM @ BKN	11/04/2024	L	29	25	11	12	91.7	1	1	100	2	4	50.0	5	7	12	1	0	4	2	1	5	50.9
Jake LaRavia	MEM	MEM @ BKN	11/04/2024	L	32	6	2	5	40.0	1	3	33.3	1	2	50.0	1	4	5	6	2	0	1	1	3	26.0
