PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Jonathan Isaac	ORL	ORL vs. IND	11/13/2024	W	22	8	3	5	60.0	2	3	66.7	0	0	-	1	10	11	1	0	3	0	3	0	31.7
Moritz Wagner	ORL	ORL vs. IND	11/13/2024	W	18	10	4	7	57.1	2	4	50.0	0	0	-	1	1	2	0	0	0	5	3	1	7.4
Jalen Suggs	ORL	ORL vs. IND	11/13/2024	W	38	8	2	15	13.3	2	11	18.2	2	2	100	1	1	2	3	2	2	4	3	8	22.9
Jett Howard	ORL	ORL vs. IND	11/13/2024	W	14	6	2	3	66.7	2	3	66.7	0	0	-	0	0	0	2	0	1	1	2	-6	11.0
Goga Bitadze	ORL	ORL vs. IND	11/13/2024	W	28	12	6	7	85.7	0	0	-	0	0	-	6	6	12	1	1	2	3	4	3	33.9
Anthony Black	ORL	ORL vs. IND	11/13/2024	W	25	6	2	5	40.0	0	1	0.0	2	2	100	0	4	4	6	4	1	2	0	-4	32.8
Moritz Wagner	ORL	ORL vs. CHA	11/12/2024	W	24	18	5	7	71.4	2	4	50.0	6	6	100	2	3	5	1	2	0	2	1	30	29.5
Anthony Black	ORL	ORL vs. CHA	11/12/2024	W	25	8	3	12	25.0	1	8	12.5	1	2	50.0	0	5	5	3	0	2	1	4	19	23.5
Jalen Suggs	ORL	ORL vs. CHA	11/12/2024	W	28	17	7	14	50.0	3	5	60.0	0	0	-	0	4	4	4	2	1	2	3	17	34.8
Gary Harris	ORL	ORL vs. CHA	11/12/2024	W	17	0	0	2	0.0	0	2	0.0	0	0	-	1	2	3	1	2	0	0	0	20	11.1
Jonathan Isaac	ORL	ORL vs. CHA	11/12/2024	W	14	7	3	4	75.0	1	2	50.0	0	0	-	1	3	4	1	2	1	0	1	12	22.3
Kentavious Caldwell-Pope	ORL	ORL vs. CHA	11/12/2024	W	25	6	2	6	33.3	0	2	0.0	2	2	100	0	1	1	3	0	0	1	2	11	10.7
Goga Bitadze	ORL	ORL vs. CHA	11/12/2024	W	20	9	3	5	60.0	0	1	0.0	3	4	75.0	1	1	2	2	0	1	1	2	-4	16.4
Cole Anthony	ORL	ORL vs. CHA	11/12/2024	W	10	6	2	5	40.0	1	2	50.0	1	2	50.0	1	2	3	2	1	0	1	2	-6	14.6
Franz Wagner	ORL	ORL vs. CHA	11/12/2024	W	32	32	14	25	56.0	2	9	22.2	2	3	66.7	1	7	8	5	3	0	2	2	19	56.1
Tristan da Silva	ORL	ORL vs. CHA	11/12/2024	W	32	5	2	6	33.3	1	4	25.0	0	0	-	1	5	6	2	0	2	0	1	15	21.2
Gary Harris	ORL	ORL vs. WAS	11/10/2024	W	19	6	2	4	50.0	2	4	50.0	0	0	-	0	1	1	0	0	0	1	0	9	6.2
